Message
 Because only upv students are allowed to play there
" So, can't we play on the other field?"
 Estadi de l’atletisme del turia or the one in malverosa
 So we get to 14 for sure for tomorrow
 In malverosa we have to pay is that ?
 .
 We should try it since not everyone is from upv
 Exact
" Yes i think so , but the problem is that i dont think we can play at it tomorrow"
 And pista de atletisme del turia i dont think their is a football pitch there
 Maybe we can play at one of the concrete pitches in the city?
" Yes this is a good idea , but in the summer its always full"
" The guys who are interested , can vote here ."
 We can try and call them
" The concrete ones are public pitches we dont need to call anyone , its the first who comes first to play"
 But the malvarosa one i think we can call them
 Okay
 We can try
 From 18:00 there is a tour in city of arts and science with ESN so we can play earlier
 is there a place for tomorrow?
 I’m a goalkeeper
" I don't think we will go tomorrow, it's too late"
 Why?
" I can still book the pitch in the upv , but we arent enough players"
 Exactly
 Should we try to meet us at a smaller free pitch in the city? We can do maybe a 5v5
 How many players are u
" There is so much people that we can easily play 7v7, it's better to wait and do it properly"
 Yes and if we are more we can make a little tournament with game of 10 minutes
 we're somewhere near 10
 yes i agree
 at upv we have 100% available pitch if we book it
 yes
 but you necessarily have to be a upv student to play there right ?
 Yes
 Not only the person who book pitch?
 Imo we can try tomorrow and in worst case we will go grab some beer or coffee
 No
 If I remember correctly the uv has got a football pitch too
 The guy at the welcome meeting said so
" alright I can’t play there, so if there is anybody who wants to play somewhere else, let me know"
" i’m down for it, maybe a concrete pitch somewhere"
" Yes there is a football pitch there too , and i think everyone can play there"
 I think a uv student who has to book it
 Well I'm a uv student I could try tomorrow
 Don't know how tho
 Or if it can be booked for the same day
 If I was going to play I would book in the UPV they normally only check the booker. They hardly go to the field and check everyone
 So if most of you are UPV you can play and if they come just say the UV ones are watching or hide them. They rarely come to to the field and check them all
 lets do that then
 Perfect
 At what time
 We can still play tomorrow but i think its too late
 Maybe monday
 We can organize it better
 Or on Sunday
 In the upv we can't on the weekends
 Ah fuck
 Or in a normal place in the city
" Why is it too late, you can still book it for tomorrow (today?"
 Its too late because we arent enough
 We're only 10 people i think
 For tomorrow I have to pass
 Because I won tickets for the game of levante so I would not make it
 but we could do that
 If we are 10 people
 In a normal place in the city i am not sure that we will find place to play there because due to the summer they're full all day
 I think its worth trying anyway
 Yeeeeees
 Lets tru
 Try*
 Or we can do a winners stays on with the other people
 where and when do we meet?
" good morning, does anyone know how the selections for the 11-a-side football team at UPV work?"
 You need to sign up for it from intranet
 In the competition section
 could you please send me the link?
 Ok
 and click on register
 We will play this afternoon or not ?
 There is a couple public football pitches near the beach
 I think we can try them
 What’s the invitation link for this group?
 Is someone up to go play here this afternoon?
 Its near Blasco Ibanez and its public
 Yes
 I’m in
 But does anybody has a football to play?
 Can you send the location please?
 I am in
 me too
 I m in
 https://maps.app.goo.gl/iMkTsBnX6CzezxyeA?g_st=iw
 Its here
 How about 6pm?
 5pm ?
 Both would be fine for me
 Someone has the ball to play?
 And can bring today
 can u send the adress the link doenst work for me
" Av. de Blasco Ibáñez, 148, 46022 València"
 What time do you guys prefer?
 Maybe everyone who want to go can write their preference
 at 5/5:30
 I agree
 i’ll join you at around 6:30
 It can be 5:30 for me
 For me too
 same
 ??
 I dont have one
 Me too
 We can buy some cheap one in a store nearby
 We do that
 Is there anyone here who would be down to go to the Levante UD vs. RCD Espanyol Barcelona Match?
 When is the game
 21h
 Today ?
" yes, but nevermind, I got a change of plans tonight. Maybe some other match?"
 Ok I would prefer to go to another match
 Maybe a valencia match
 I would also enjoy a visit at any stadium around here
 Me too
 Valencia Atletico Madrid
 16 september. We have to buy the ticket
 I would also like to go to a Valencia match in the stadium :)
" Tickets are very expensive now. I bought mine 1 week ago for 30euro, now it’s 70"
" Oof, so we should plan like a month ahead then I guess 😅"
 Tickets for the game against Sociedad are 25
 the cheapest one is like 70 euros i think
 i would probably suggest you guys the ones who want to go see a valencia match
" to go in a normal game not big games , like against barcelona or madrid because the prices are 3 times expensive"
 Let's go against sociedad
 👌🏻👌🏻👌🏻
" Yes, we can buy now the ticket"
 Maybe we'll take nearby seats
 If anyone wants @491792382982 and I have already bought tickets for Valencia Real Sociedad
 Gol gran alto 773 773: the position
 I bought the same ticket for valencia atletico madrid
 How much is it for gakencia real sociedad?
 Can you send the link please
 25 euro
 Yes
 https://entradas.valenciacf.com/valenciacf_webservices/es_ES/entradas/evento/31710/session/1856635/select?viewCode=V_blockmap_view
 I got a ticket as well
 I would like to join too
 If you want we are here
" Has any of you signed for the upv schools tryouts? Or do you know where I could ask for more information about it, like how many practices are there and at what time"
 Yes I have
 I’ll try and find and I’ll send you
 The practice is tomorrow at 14:00
 You play for like 1 or 1 hour and a half
 And then next week the send the list of the players for tge new season
 They train every week on tuesday at 14:00 
 chapter 7
 Does anyone know if we have the same at uv?
 Looks really interesting
" Thank you so much! I have class at 15, so I have to see if I can change it. Would be awesome to play but we’ll see"
 Is tomorrow the only chance to make it to the team?
 I think so
 Holaa
 Algunas personas por un fútbol sala hoy?
" hola buenas, estoy interesado en hacer esta actividad. me podrian decir los horarios de los camppus de tarongers y blasco ibañez y cómo hago para matricularme?"
 Puedes mirar aquí https://www.uv.es/sef
 Yooo
 Where do you play
 bien perfecto muchas gracias. Y como es mas o menos? partidos entre nosotros? practica?
 We can find a pitch or reserve the upv
 Conosci qualcuno che vorrebbe giocare?
 Solo me stesso 😂
 Do you know someone who wants play?
" no, on the other days I would like to play, but I can’t today. That’s why I asked"
 Can someone play on friday?
 At around 6pm
 I just talk in general we can play other day 😁
 For me ok
 We need to find a pitch
 Alright I want to play for sure
" Footbal viernes
-Romano
-
-
-
-
-
-
-
-
-"
 Ponéis vuestro nombre aquí
 Put your name in the list
 Where are we gonna play?
 It doesnt matter we will find a pitch valencia has a lot 😁
 Im in
" Footbal viernes
-Romano
- Gareth
-
-
-
-
-
-
-
-"
 @393664724025 ti appunti per venerdì?
 @491623909274 you can on friday?
 Yes
 I asked my friend
 But when?
 Pur your name on the list idk whats your name ahahahah
 Cool!
 Vittorio
 alright
 On 6/7 pm
 Yess ma a che ora
 Appuntati diocannnn
" Footbal viernes
-Romano
- Gareth
-Elias 
-
-
-
-
-
-
-"
" Footbal viernes
-Romano
- Gareth
-Elias 
-Vittorio 
-
-
-
-
-
-"
 is it in upv
 Ya lo se no se si esta disponible el viernes a esa hora
 Quieres jugar?
" Footbal viernes
-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
-
-
-
-
-"
 Si es en la upv si
 Chicos hablamos fútbol sala no? 🤣
 5vs5
" Fútbol sala  viernes-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
-Adrian
-
-
-
- "
" Fútbol sala  viernes-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
- Adrian
-
-
-
-"
" *Fútbol sala  viernes*
-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
-Adrian
- Mattia
-
-
-"
" *Fútbol sala  viernes*
-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
-Adrian
- Mattia
- Pietro
-
-"
" *Fútbol sala  viernes*
-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
-Adrian
- Mattia
- Pietro
-lorenz
-"
 David
 Mu friend will come aswell
 I’m down
 Guys put the name in the listt
 Or we cant undertand
" *Fútbol sala  viernes*
-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
-Adrian
- Mattia
- Pietro
-lorenz
-David"
" *Fútbol sala  viernes*
-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
-Adrian
- Mattia
- Pietro
-lorenz
-David
-Lenart"
 we are already 10 bro
 ☹️☹️
 6v6?
 we can try 7vs7 in the upv
 We can also do with 2 substitute or sth?
 if someone jumps you come
 Yeh that’s cool
 ^
 hold on
 Unfortunately i also cant play on fridays
 is a shit 🤣🤣
" Fútbol sala  viernes
-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
-Adrian
- Mattia
- Pietro
-lorenz
-David
*LISTA CERRADA*
RESERVE
-Lenart "
 @491794387228 if someone cant go on friday you will subst him ok?
 someone know a pitch?
 also for pay
 the upv is full on friday
" Hay una pista en la upv el jueves a las 18:30 si para vosotros esta bien reservo
Have a pitch in UPV free on Thursday at 6:30 pm if is ok i can reserve"
 @35679027594 @491623909274 @393664724025 @66867717728 @491792382982 @393425055904 @436763093282 @353852213277
 Im free
" *Fútbol sala jueves 18:30 UPV*
-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
-Adrian
- Mattia
- Pietro
-lorenz
-David
*LISTA CERRADA*

RESERVE
-Lenart"
 You can put me on the reserve also for thursday
" Fútbol sala jueves 18:30 UPV
-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
-Adrian
- Mattia
- Pietro
-lorenz
-David
LISTA CERRADA

RESERVE
-Lenart
-Finn"
 Or is it only possible to play for upv students?
 Because im uv
 it doesent matter 😁
 Okay great
 Me too please
" Fútbol sala jueves 18:30 UPV
-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
-Adrian
- Mattia
- Pietro
-lorenz
-David
LISTA CERRADA

RESERVE
-Lenart
-Finn
-ruben"
 Thanks
" Fútbol sala jueves 18:30 UPV
-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
-Adrian
- Mattia
- Pietro
-lorenz
-David
LISTA CERRADA

RESERVE
-Lenart
-Finn
-ruben
-Silas"
 Is the pitch too small for 7v7 because we have enough if we wanna do that?
 Yes is for 5vs5 🥲
" No, in the upv 7vs7 pitch sometimes we play 8vs8"
 And its enough
 Next week we csn try a 7vs7
 In the big pitch
 Okay sounds good
 The 7vs7 pitch is  the half of a 11vs11 potch
 Perfect
 5vs5 is the good size for start 🤣
 You think you’ll be tired?🤣
 Yes ahahahah
 I need train
 If you wanna go tomorrow I should be free aswell
 But this will be a good way to boost our fitness before our trials
 Ahahahahahahahahahah
 Dont worry its joke im still training
 Do you run
 ?
 Ahahaha
" Yeh bro but not long distance running, wby?"
 I have classes until 19 ☹️
 Ma fai segaa 🤣 
 is it pasto artificial?
 i am going to arrive a little bit later because I have a lecture till 18:35
 👍🏻
 Idk
 Eh fra ma la prima lezione 😂
 Devo vede almeno di che si tratta
 A maggior ragione
 Inutilissima
 Ja vieni che sennò tocca scalare ☹️
 Waa sei di Napoli pure tu?
 Se vieni te lo dico
 Hahahahaahahaha
 So we playing friday?
 At what time?
 Nice Guys thanks for the organisation 🤟
 I think Thursday
 Yes
 Im out in thursdays
 I gave class
 Have*
 Me too
 is there still space for one more at thursday then ?
 cause id be down
" Fútbol sala jueves 18:30 UPV
-Romano
- Gareth
-Elias 
-Vittorio 
-Meen
-Adrian
- Mattia
- Pietro
-lorenz
-David
LISTA CERRADA

RESERVE
-Lenart
-Finn
-ruben
-Silas
-jasper"
" Guys can play only UPV students, who is not or cant come on thursday can take off his name? We have a lot of reserves so is not a problem 😊"
 Alright then take me off cause I'm UV
 I’m Uv too…
 Che palle però
 Eh diocane
 Dio cane sì non ha un senso sta cosa
 Però qualche giorno possiamo andare in altri campi comunque domani vedo e vi faccio sapere se non controllano venite le prossime volte
 Top grazie
" Fútbol sala jueves 18:30 UPV
-Romano
- Gareth
-Elias 
-lenart
-Meen
-Adrian
- Mattia
-finn
-lorenz
-David
LISTA CERRADA

RESERVE
-ruben
-Silas
-jasper"
 @491794387228 @31648637310 can you come guys?
" hola buenas, para las canchas grandes se precisan zapatos de tapones largos o cortos?"
 Yo llevaría cortos que estan bien para los dos no se pero
 I am also UV
 Si ma poi ci so 10mila campi in mezzo alla città
 Ma pure fittarne uno quanto potrà costare
 Esatto sarà 5 euro
 Va benissimo
 Ma poi di quanti siamo possiamo giocare benissimamente anche a 11
 Me too
 Take off your name please and put the reserve
 Eeee e chi ce l’ha tutto sto fiato
 Take off your name and put the reserve please
" Fútbol sala jueves 18:30 UPV
-Romano
- Gareth
-Elias 
-lenart
-Meen
-Adrian
- Mattia
-finn
-Silas
-David
LISTA CERRADA

RESERVE
-jasper "
 im pretty sure gareth can’t on thursday btw
 .
 Yeah im out
 Plus im ucv
" Fútbol sala jueves 18:30 UPV
-Romano
-
-Elias 
-lenart
-Meen
-Adrian
- Mattia
-finn
-Silas
-David
LISTA CERRADA

RESERVE"
 Falta uno
 We need one more
 I can go
 u didn’t put me in the list
 u just deleted my name from reserve
 Do it you bro im on class
 Sorry
 Ctrl+v ctrl c
 🤣
" Fútbol sala jueves 18:30 UPV
-Romano
-Jasper
-Elias 
-lenart
-Meen
-Adrian
- Mattia
-finn
-Silas
-David
LISTA CERRADA

RESERVE"
" Fútbol sala jueves 18:30 UPV
-Romano
-Jasper
-Elias 
-lenart
-Meen
-Adrian
- Mattia
-finn
-Silas
-David
LISTA CERRADA

RESERVE
-Yael"
 SIUUUMMM
 LESS GOOO
 Is threr a group from the uv ?
" Fútbol sala jueves 18:30 UPV
-Romano
-Jasper
-Elias 
-lenart
-Meen
-Adrian
- Mattia
-yael
-Silas
-David
LISTA CERRADA

RESERVE"
 I would love to play but im also a uv student
 @491798507897 @491794387228 @66867717728 @491792382982 @420608250589 @4917697698682 @353852213277 are all from UPV?
 Yes
 yeah
" I can’t play neither, I am from UV "
 I think we still can play
 Even if we arent from upv
 If they ask for id someone from upv shows theirs
 The others step away
 And then play again
 We have nothing to lose
 Yes you’re right
 We can try
 Go play and have fun
 I will try to make it next week
 Yes we can use tomorrow like a test day and after still organizing 
 We will tell you tomorrow 💪🏼
 ❤️
 Nice then i would be in again
 Pero entonces toda esta gente es confirmada??
 Everyone is confirmed tomorrow?
 i am
" Si les falta uno voy, yo voy en la upv"
 Vale a ver si confirman
 Si si
 Take me off I’m from UCV
 Who wants to play on Friday?
 Yea im from upv
" Me, but on a field where we can all play"
" If anybody knows a pitch we can play at, write suggestions"
 Anyone?
 There a lot of pitches in parque turia
 I can play on friday
 Me too
" Add yourselves to the list if you wanna play on Friday

David
Pietro
Gareth
Adrian"
 Every time we try organize a game and then only upv people can
 It's not gonna cost a lot a pitch come on
 I can only play tommorow
 At What time?
" Add yourselves to the list if you wanna play on Friday

David
Pietro
Gareth
Adrian
Vittorio"
" Add yourselves to the list if you wanna play on Friday

David
Pietro
Gareth
Adrian
Vittorio
Yael"
" Everyone just send the times you’re available at and we’ll go with what suits the majority. 

I’m free all day past 3pm"
 Maybe write the time you’re free when you write your name
" Add yourselves to the list if you wanna play on Friday

David- anytime after 3pm
Pietro
Gareth
Adrian
Vittorio
Yael"
 Jan - anytime after 3pm
" Add yourselves to the list if you wanna play on Friday

David- anytime after 3pm
Pietro
Gareth
Adrian
Vittorio
Yael
Elias"
 Just add your name to the list aswell so we don’t miss you bro
" Add yourselves to the list if you wanna play on Friday

David- anytime after 3pm
Pietro
Gareth
Adrian
Vittorio
Yael
Elias
Jamil"
" Add yourselves to the list if you wanna play on Friday

David- anytime after 3pm
Pietro
Gareth
Adrian
Vittorio
Yael
Elias
Jamil
Jan - anytime after 3pm"
 Fut 7 or futbol sala
 If we had a grass pitch it would be better
" Fútbol sala jueves 18:30 UPV
-Romano
-Jasper
-Elias 
-lenart
-Meen
-Adrian
- Mattia
-yael
-Silas
-gonza
LISTA CERRADA

RESERVE"
 I mean falling on grass is definitely better than falling on the pavement
 @34651075700 estas dentro
" Add yourselves to the list if you wanna play on *friday* anytime after 3pm

David
Pietro
Gareth
Adrian
Vittorio
Yael
Elias
Jamil
Jan

RESERVE"
 https://maps.app.goo.gl/PCFyGXuvBEJzfU7N8?g_st=ic
 Try here for friday
 Someone can call and ask
 Yes
 Are you guys playing on  the weekend as well?
 I would like to
 Per me si
 Non sabato che c’è il derby però qualsiasi orario ok
 Muy bien
 Il derby non si tocca
 Se sei interista possiamo pure vederlo insieme
" Simpatizzo, ci sta"
 Secondo me un gruppetto riusciamo a farlo per vederlo tutti insieme
 Vale
 Qui non si simpatizza
 Inter o morte
 Drastico
 AHHAAHAHhahahahahahhaahah
 Io ho il pantaloncino della doria
 ❤️🤍💙🖤
 😍❤️
 Portalo
 Che ci facciamo una foto
 Appena mi arriva
 È tra le cose che mi mandano da casa
 del doria!!!!
 Idem la maglia di cassano
 Perfetto grande
 😂😂🙌🏼
 Still one
 Only upv students right?
 Idk tomor we’ll try and will tell on the group
 Ah oke great!
 Someone know where is the sala exterior de fútbol sala
 Yes its this one
 Ok perfect
 Thanks
 Ur welcome
 If you dont know but they give you the ball
 Oh cool
 Becaus we havent 😂😂
" Yees , all you have to do is go in the building next to the pitch and when you sign up for your appointement they'll give you a ball and shirts so you can divide the teams"
 Btw its obligatory to go sign up there
" Because if you dont , even if you came they will sanction you with 2 weeks you cant reservate"
 Okay
 Everyone have to go?
 No
 Just the one who reservated the pitch
 Okay ill go
" So do y'all confirm we'll play tomorrow after 3 pm? Cause I do, only got classes up until 2"
 I think we have to reserve the field
 For tomorrow
 I think soo
" guys , friday the 22nd which is next week we're playing a 7v7 only upv students match in the upv 
I am gonna send a list here and the ones who want to play can write their names in the list 
thanks :)"
" Friday 22/09, 16-18
UPV 7v7
Only UPV students

1 Ziad
2 Edu
3 Niklas
4 
5 
6 
7 
8 
9 
10 
11 
12 
13 
14"
" Friday 22/09, 16-18
UPV 7v7
Only UPV students

1 Ziad
2 Edu
3 Niklas
4 Romano
5 
6 
7 
8 
9 
10 
11 
12 
13 
14"
" Friday 22/09, 16-18
UPV 7v7
Only UPV students

1 Ziad
2 Edu
3 Niklas
4 Romano
5 Adrian
6 
7 
8 
9 
10 
11 
12 
13 
14"
 In
 PUT YOUR NAMEEEEE
 How?
 copy paste
" Friday 22/09, 16-18
UPV 7v7
Only UPV students

1 Ziad
2 Edu
3 Niklas
4 Romano
5 Adrian
6 gareth
7 
8 
9 
10 
11 
12 
13 
14"
 Thanks
 Easy
 Yes bro I got it
 But are we sure they check everybody to see if they're from upv?
 yes
" Friday 22/09, 16-18
UPV 7v7
Only UPV students

1 Ziad
2 Edu
3 Niklas
4 Romano
5 Adrian
6 gareth
7 Tobias
8 Shiyi
9 
10 
11 
12 
13 
14"
 Oggi pomeriggio vediamo
 La ghestapo porco due
 Can anyone book?
 in fut 7 its not the same as futbol sala because they're not in the same place
 the ones in futbol sala most of the time they never check
 Eh capi che madonna
" but in fut 7 , sometimes they enter in the middle of the match to ask for upv id"
 The upv FBI
 El KGB de valencia
 Alucinante
 Todo mal
" Friday 22/09, 16-18
UPV 7v7
Only UPV students

1 Ziad
2 Edu
3 Niklas
4 Romano
5 Adrian
6 gareth
7 Tobias
8 Shiyi
9 peppe 
10 
11 
12 
13 
14"
 ‎Matteo Valencia.vcf (bestand bijgevoegd)
 Alguien puede añadir este chico al grupo?
 pasale este link : https://chat.whatsapp.com/GnqhYVHhD0wIPY3pYpIVYy
 y que entra en el grupo futbol
 Gracias no lo habia encontrado antes
 de nada
" Friday 22/09, 16-18
UPV 7v7
Only UPV students

1 Ziad
2 Edu
3 Niklas
4 Romano
5 Adrian
6 gareth
7 Tobias
8 Shiyi
9 peppe 
10 Jan
11 
12 
13 
14"
 I’m contacting places now to book it
 Is it true non upv students can pay €3 to play there?
 I've never heard that tbh
 this is going to be futbol sala in artificial grass or in cancha de cemento
 Idk
 creo que es cemento
 que pasé hace un rato por una cancha y era cemento
 where are we going to meet today ?
 /playing
 pense que ibamos a jugar en la de pasto sintetico
 por eso traje los zapatos para ese pasto
 In the pitch
 yeah which one
 Yes which one
 Because if it is in cemento then I am out
" Can someone with a Spanish number contact these places to check their availabilities for tomorrow 
Estadio del Turia - Tramo III
963 48 50 00
https://g.co/kgs/xDsz9T

https://maps.app.goo.gl/HVXmvdWvXdsTwM5e8"
 I called is only pitch 7vs7
 I don’t mind I just wanna play🤣
" Add yourselves to the list if you wanna play on *friday* anytime after 3pm

David
Pietro
Gareth
Adrian
Vittorio
Yael
Elias
Jamil
Jan
Jp

RESERVE"
 If you aren’t on this list yet add yourself if you wanna play tomorrow
" Friday 22/09, 16-18
UPV 7v7
Only UPV students

1 Ziad
2 Edu
3 Niklas
4 Romano
5 Adrian
6 gareth
7 Tobias
8 Shiyi
9 peppe 
10 Jan
11 Jamil
12 Mateo
13 
14"
 7vs7?
 I think the weather tommorow will be very bad
 Best weather to play football????!
 Yes
 This is where we are playing today?
 Whee we can put the shirt etc?
 And where we can ask the ball
 There is a building next to the pitch 
 You enter there you'll see a guy sitting in a small office and you'll tell him that you reservated the pitch
 No
 Whereee
 Pasame la ubi del maps porfa
 https://maps.app.goo.gl/QHrsGpGP4ycgB2Qr5
 Here
 Thanks
 Ur welcome
 Everyone have to check his upv card here
 🥲🥲
 are you already there ?
 Yess
 In the dressing room
 im also almost there
 So they are checking the cards?
 Is it artificial grass?
 No
 Yes
 But can show also mine bcause him dond look
 Yes if this will be okay for you
 Maybe not mine because the reservation is on my name
 But someone can give you
 @491798507897
 Would that be possible for somebody?
 Can someone send the location
 https://maps.app.goo.gl/QHrsGpGP4ycgB2Qr5
 Here for show the card
 https://maps.app.goo.gl/RxDMrCR5YmhtfYrz6?g_st=ic
 And the pitch is here
 @491798507897 can send a screenshot of your card to @491623909274 ?
" I don't have shoes 
So I think I am going for the next match"
 Bro
 We cant play in 9
 😂😂
 Ya ok I am going
 I arrive in 15-20 minutes
 Cmon
 I am on my way
" I could just play with a card, maybe it works "
 Hurry up
 We're only 7 😔
 Estoy
 Guys where you fucking are
 We are 8 here
 @491623909274
 I have no card to play
 Bro come here
 Tou can play
 Joder
 Estamos en 8
 Alright
 Cmon
 Who miss
 One more
 Could  u send a location
 Where is
 .
 .
 Alright im soon there
 Fuck you guys
 We are 9 here
 None of the places I have contacted have replied so I don’t think we’ll play tomorrow unless someone knows somewhere we can play for free
 😢
 tomorrow there is someone who plays football and who has a free place in some match
 We have to book it in advance if we wanna get a good slot
 Does anyone go to the atheltico Game tomorrow?
" Friday 22/09, 16-18
UPV 7v7
Only UPV students

1 Ziad
2 Edu
3 Niklas
4 Romano
5 Adrian
6 gareth
7 Tobias
8 Shiyi
9 peppe 
10 Jan
11 Jamil
12 Mateo
13 
14"
" Hey, does anyone know whether there are any sports bars around where you can also watch international matches?
This evening for example Bayern Munich plays Leverkusen in Bundesliga"
 maybe st patricks?
 https://valenciasecreta.com/bares-valencia-ver-futbol/ maybe one of these
" Friday 22/09, 16-18
UPV 7v7
Only UPV students

1 Ziad
2 Edu
3 Niklas
4 Romano
5 Adrian
6 gareth
7 Tobias
8 Shiyi
9 peppe 
10 Jan
11 Jamil
12 Mateo
13 Silas
14"
 Qualche interista per guardare iñ derby domani??
 Someone wanna says milan derby tmorrow?
 Are we gonna play?
 Im a not a upv student
" Yes , its only for upv students"
 There are no matches today no?
 Thank you guys! @31648637310 @34685275478  🤝
" Friday 22/09, 16-18
UPV 7v7
Only UPV students

1 Ziad
2 Edu
3 Niklas
4 Romano
5 Adrian
6 gareth
7 Tobias
8 Shiyi
9 peppe 
10 Jan
11 Jamil
12 Mateo
13 Silas
14 Meen"
 Can we organize a match NOT in the UPV field for this weekend?
 ok
 lets try
 but where
 We search a field
 We are in 3 now
 Present
 Im am free on Sunday
 If you find a turf pitch
 Hopefully
 I've seen that uv has got pitch too
 We need to pay though and ask for tuem
 Them*
 I dont think it is a huge fee
 But there are many polideportivos throughout the city
 If we meet 2 times a week its good
 Yeah me neither
 I mean I can pay something divided by 7-10
 Everyone can I think
 It cannot be that high of a price
 You found a place?
 Because I also would like to watch it :)
" I sell a ticket to Montanejos for tomorrow 16,09 with a little discount, if you are interested text me!"
 https://instagram.com/dojo_lounge?igshid=MzRlODBiNWFlZA==
 They told me that they will show it… but you will have to make a reservation
 Thanks!!
" Yeah we’ll go for St Patricks, they are gonna show it as well :)"
 Could someone send the invitation link for the group
 Can we organize a match for tomorrow?
 I’m here
 Guys do you know a place to see inter-milan?
 Anyone else?
 Me
" Tomorrow:
- Pietro
- Peppe
- Tiberio"
" Tomorrow:
- Pietro
- Peppe
- Tiberio
- Romano"
 Add your name if you come
 Se sei interista ti invito a casa con altri amici
" Tomorrow:
- Pietro
- Peppe
- Tiberio
- Romano
-Gareth"
 Where ?
 Other 5 and we book
 Even in a paid field it's fine
" Ehhh dovrei già vederla con altri ragazzi, comunque si sono interista"
" Tomorrow:
- Pietro
- Peppe
- Tiberio
- Romano
-Gareth
- Yael"
 Dove la vedete??
 Non lo so pensavo in un bar da qualche parte
" Tomorrow:
- Pietro
- Peppe
- Tiberio
- Romano
-Gareth
- Yael
-Marie"
 a qué hora? y a donde?
 Ma ancora non so il posto preciso
 Siete tanti?
 Eh si
 Rip
 In realtà mo chiedo chi c’è
" Tomorrow:
- Pietro
- Peppe
- Tiberio
- Romano
-Gareth
- Yael
-Marie
- Yannic"
 E ti faccio sapere
 Va bem
 Nel caso posso unirmi a voi?
 I can come with 2 friends
" Tomorrow:
- Pietro
- Peppe
- Tiberio
- Romano
-Gareth
- Yael
-Marie
- Yannic
-Ruben
- Youen
- Kyllian"
 Perfect
 Is it only UPV people or it doesnt Matter tomorrow
 We can play 7vs7 or 11vs11
 No no it doesn’t matter
 Nice then i am in
 No more matches for upv only please
